"x1","x2"
0.577434349063859,0.760277122614284
0.31138444062163,0.326546813263604
0.724954030924492,0.616956282680221
0.592397438294154,0.639353860987904
0.520809621145485,0.277575048840619
0.337715389345252,0.368057758153739
0.605258751888205,0.631803822901064
0.468813402867606,0.478362643088483
0.480490252214108,0.300070766300841
0.530462938871134,0.576305360665681
0.608207629663225,0.5220627493837
0.485785041224158,0.690641452892614
0.449068701617234,0.607636682820584
0.916412849051997,0.693841822557681
0.747595294270659,0.742732335127441
0.669773122624624,0.40169421218995
0.67637060822975,0.717847471296553
0.386113453323305,0.511110581689964
0.305129580382512,0.453870663842825
0.591321303442862,0.790945501688258
0.704975537708414,0.456913226227204
0.233288015354813,0.272360214537649
0.590773806385877,0.437514090388203
0.581681936179212,0.557566977708511
0.599946955445752,0.519314378850237
0.492814713094833,0.583680190041509
0.594015430296237,0.444423662361136
0.8176149569395,0.855584034683429
0.545019506376453,0.809824666374053
0.566921964421513,0.47514878350504
0.703005029161728,0.509102463795709
0.362806254048505,0.420714919863277
0.277357683256466,0.223091150680056
0.327431645399858,0.395341131743464
0.675684672991551,0.452320748361728
0.41693942503236,0.325245956081301
0.318045571558605,0.606956970067118
0.657213665941837,0.661647785772123
0.496263436002478,0.584686743496265
0.885072389651953,0.448985857759648
0.596438874107944,0.663328490983493
0.442128923099663,0.533110941226627
0.447571790005235,0.550868195884923
0.184084616679539,0.419615014532045
0.398350474137632,0.340340027409661
0.554489683013877,0.710628510030779
0.278292556630449,0.287230140013597
0.436489540340815,0.421493141300015
0.526251452848665,0.586154066226413
0.567916423507865,0.526397362366941
